Mã,Chỉ số,2020,2021,2022,2023,2024
VC7,Đòn bẩy tài chính,1.77,1.49,1.61,1.43,1.41
VC7,Khả năng chi trả lãi vay,-6.71,-1.69,1.96,4.71,2.37
VC9,Biên EBIT (%),0.04,9.96,-4.4,7.97,3.98
VC9,Biên lợi nhuận gộp (%),3.06,17.82,4.17,12.94,9.41
VC9,Biên lợi nhuận ròng (%),-2.79,0.81,0.47,0.52,0.34
VC9,Chỉ số thanh toán hiện thời,1.08,1.05,1.06,1.05,1.1
VC9,Chỉ số thanh toán nhanh,0.76,0.8,0.84,0.78,0.72
VC9,Chỉ số thanh toán tiền mặt,0.0,0.0,0.01,0.01,0.02
VC9,Đòn bẩy tài chính,8.19,124.17,103.86,15.9,13.17
VC9,Khả năng chi trả lãi vay,0.01,0.62,-0.58,0.7,0.99
VCA,Biên EBIT (%),1.49,2.0,0.34,1.02,0.27
VCA,Biên lợi nhuận gộp (%),3.97,3.73,1.43,3.27,2.18
VCA,Biên lợi nhuận ròng (%),0.98,1.39,-0.25,0.42,0.08
VCA,Chỉ số thanh toán hiện thời,2.47,1.52,1.68,2.7,2.31
VCA,Chỉ số thanh toán nhanh,1.12,0.43,0.62,0.81,0.72
VCA,Chỉ số thanh toán tiền mặt,0.51,0.06,0.1,0.2,0.22
VCA,Đòn bẩy tài chính,1.41,2.41,2.01,1.47,1.66
VCA,Khả năng chi trả lãi vay,4.62,7.67,0.6,1.99,1.01
VCB,Đòn bẩy tài chính,14.09,12.96,13.37,11.15,10.48
VCC,Biên EBIT (%),3.07,2.74,2.61,2.27,1.97
VCC,Biên lợi nhuận gộp (%),10.88,10.28,9.29,8.21,9.45
VCC,Biên lợi nhuận ròng (%),0.76,0.83,0.83,0.69,0.7
VCC,Chỉ số thanh toán hiện thời,1.09,1.14,1.14,1.22,1.23
VCC,Chỉ số thanh toán nhanh,0.87,0.79,0.75,0.81,0.77
VCC,Chỉ số thanh toán tiền mặt,0.04,0.04,0.03,0.04,0.02
VCC,Đòn bẩy tài chính,5.83,6.61,7.84,4.72,4.55
VCC,Khả năng chi trả lãi vay,1.46,1.36,1.38,1.24,1.21
VCE,Biên EBIT (%),0.24,28.19,NaN,-76.43,NaN
VCE,Biên lợi nhuận gộp (%),7.06,49.6,NaN,51.2,NaN
VCE,Biên lợi nhuận ròng (%),0.07,22.96,NaN,-76.41,NaN
VCE,Chỉ số thanh toán hiện thời,4.72,6.56,NaN,3.64,NaN
VCE,Chỉ số thanh toán nhanh,3.29,5.03,NaN,2.92,NaN
VCE,Chỉ số thanh toán tiền mặt,0.42,0.11,NaN,0.01,NaN
VCE,Đòn bẩy tài chính,1.27,1.18,NaN,1.38,NaN
VCF,Biên EBIT (%),29.53,22.15,20.42,20.58,18.31
VCF,Biên lợi nhuận gộp (%),30.69,25.06,22.37,21.88,19.62
VCF,Biên lợi nhuận ròng (%),24.85,19.33,14.46,19.13,17.46
VCF,Chỉ số thanh toán hiện thời,2.58,2.21,4.04,3.31,1.43
VCF,Chỉ số thanh toán nhanh,2.19,1.86,3.18,2.92,0.96
VCF,Chỉ số thanh toán tiền mặt,0.32,1.66,0.5,0.51,0.18
VCF,Đòn bẩy tài chính,1.42,1.54,1.27,1.26,1.31
VCF,Khả năng chi trả lãi vay,66.21,96.95,68.31,54.23,74.1
VCG,Biên EBIT (%),-13.18,11.4,7.53,7.94,12.0
VCG,Biên lợi nhuận gộp (%),15.07,14.43,10.85,9.3,15.51
VCG,Biên lợi nhuận ròng (%),30.45,9.04,11.01,3.12,8.99
VCG,Chỉ số thanh toán hiện thời,1.49,1.38,1.57,1.3,1.41
VCG,Chỉ số thanh toán nhanh,1.22,1.13,0.97,0.78,0.8
VCG,Chỉ số thanh toán tiền mặt,0.22,0.18,0.13,0.19,0.2
VCG,Đòn bẩy tài chính,2.74,4.06,3.22,3.0,2.64
VCG,Khả năng chi trả lãi vay,-2.86,1.3,0.84,1.21,3.58
VCI,Biên EBIT (%),65.63,59.16,53.26,52.03,49.61
VCI,Biên lợi nhuận gộp (%),69.82,64.23,55.69,56.98,53.53
VCI,Biên lợi nhuận ròng (%),44.46,40.43,27.53,19.9,24.64
VCI,Chỉ số thanh toán hiện thời,2.23,1.72,1.89,1.81,2.03
VCI,Chỉ số thanh toán tiền mặt,0.17,0.12,0.46,0.08,0.36
VCI,Đòn bẩy tài chính,1.85,2.54,2.19,2.34,2.05
VCI,Khả năng chi trả lãi vay,6.54,6.63,3.52,2.29,2.4
VCM,Biên EBIT (%),3.23,-2.08,-18.99,-4.66,5.63
VCM,Biên lợi nhuận gộp (%),36.11,20.39,20.28,18.67,16.32
VCM,Biên lợi nhuận ròng (%),30.09,3.35,1.25,3.45,6.06
VCM,Chỉ số thanh toán hiện thời,2.61,2.76,2.47,3.19,2.96
VCM,Chỉ số thanh toán nhanh,2.42,2.55,2.32,2.93,2.3
VCM,Chỉ số thanh toán tiền mặt,0.17,0.28,0.4,1.92,0.09
VCM,Đòn bẩy tài chính,1.39,1.29,1.4,1.27,1.32
VCM,Khả năng chi trả lãi vay,10.62,-37.67,-193.54,-11.11,15.97
VCP,Biên EBIT (%),33.98,45.97,64.48,43.01,30.28
VCP,Biên lợi nhuận gộp (%),46.52,55.53,70.41,53.77,37.0
VCP,Biên lợi nhuận ròng (%),12.36,11.6,45.27,17.83,19.24
VCP,Chỉ số thanh toán hiện thời,1.07,0.8,0.97,0.72,1.58
VCP,Chỉ số thanh toán nhanh,0.99,0.74,0.89,0.59,1.29
VCP,Chỉ số thanh toán tiền mặt,0.12,0.08,0.04,0.2,0.64
VCP,Đòn bẩy tài chính,2.86,2.73,2.1,2.6,2.34
VCP,Khả năng chi trả lãi vay,1.18,1.39,3.85,1.86,3.02
VCR,Biên EBIT (%),NaN,-13.11,1.9,-55.44,-691.33
VCR,Biên lợi nhuận gộp (%),NaN,11.86,14.86,16.88,13.62
VCR,Biên lợi nhuận ròng (%),NaN,-9.01,2.91,-863.24,-697.56
VCR,Chỉ số thanh toán hiện thời,6.73,0.43,0.29,0.15,0.17
VCR,Chỉ số thanh toán nhanh,6.71,0.39,0.19,0.07,0.07
VCR,Chỉ số thanh toán tiền mặt,3.01,0.08,0.06,0.01,0.0
VCR,Đòn bẩy tài chính,2.17,3.59,3.79,3.09,3.27
VCR,Khả năng chi trả lãi vay,NaN,NaN,7.19,NaN,NaN
VCS,Biên EBIT (%),30.6,30.31,25.11,23.1,21.3
VCS,Biên lợi nhuận gộp (%),34.7,34.83,30.79,28.04,27.26
VCS,Biên lợi nhuận ròng (%),25.24,25.06,20.29,19.44,18.67
VCS,Chỉ số thanh toán hiện thời,2.45,3.11,3.4,3.83,4.12
VCS,Chỉ số thanh toán nhanh,1.37,1.9,1.75,1.85,2.7
VCS,Chỉ số thanh toán tiền mặt,0.4,0.56,0.68,0.97,1.19
VCS,Đòn bẩy tài chính,1.57,1.41,1.35,1.3,1.27
VCS,Khả năng chi trả lãi vay,22.5,37.68,28.19,17.76,26.61
VCT,Biên EBIT (%),-6.19,-39.49,29.77,0.13,NaN
VCT,Biên lợi nhuận gộp (%),14.22,-7.45,38.25,32.19,NaN
VCT,Biên lợi nhuận ròng (%),-6.41,-34.55,28.79,3.79,NaN
VCT,Chỉ số thanh toán hiện thời,0.65,0.62,0.73,0.73,NaN
VCT,Chỉ số thanh toán nhanh,0.39,0.36,0.57,0.55,NaN
VCT,Chỉ số thanh toán tiền mặt,0.02,0.0,0.01,0.03,NaN
VCT,Đòn bẩy tài chính,-6.17,-4.66,-22.7,-28.54,NaN
VCT,Khả năng chi trả lãi vay,-25.85,-151.75,160.1,NaN,NaN
VCW,Biên EBIT (%),43.17,47.42,46.57,23.92,10.44
VCW,Biên lợi nhuận gộp (%),49.03,52.71,52.68,31.73,24.06
VCW,Biên lợi nhuận ròng (%),36.51,37.85,36.69,5.94,-15.74
VCW,Chỉ số thanh toán hiện thời,3.93,2.39,0.9,1.31,1.37
VCW,Chỉ số thanh toán nhanh,3.4,2.06,0.62,0.89,1.03
VCW,Chỉ số thanh toán tiền mặt,2.13,0.19,0.08,0.18,0.17
VCW,Đòn bẩy tài chính,1.56,1.67,2.17,2.83,3.21
VCW,Khả năng chi trả lãi vay,6.29,5.45,5.09,1.32,0.4
VCX,Biên EBIT (%),6.53,7.46,4.2,3.03,5.65
VCX,Biên lợi nhuận gộp (%),10.55,9.69,5.3,3.25,6.54
VCX,Biên lợi nhuận ròng (%),2.16,3.32,0.93,0.94,2.7
VCX,Chỉ số thanh toán hiện thời,0.35,0.39,0.38,0.4,0.55
VCX,Chỉ số thanh toán nhanh,0.29,0.29,0.13,0.23,0.34
VCX,Chỉ số thanh toán tiền mặt,0.0,0.0,0.0,0.0,0.0
VCX,Đòn bẩy tài chính,3.7,3.19,2.94,2.74,2.47
VCX,Khả năng chi trả lãi vay,1.97,2.59,1.48,0.88,2.29
VDB,Biên EBIT (%),1.8,1.33,1.5,1.53,NaN
VDB,Biên lợi nhuận gộp (%),7.32,6.17,5.51,5.66,NaN
VDB,Biên lợi nhuận ròng (%),0.65,0.45,0.88,1.01,NaN
VDB,Chỉ số thanh toán hiện thời,0.97,0.91,0.98,1.02,NaN
VDB,Chỉ số thanh toán nhanh,0.03,0.02,0.03,0.0,NaN
VDB,Chỉ số thanh toán tiền mặt,0.0,0.0,0.0,0.0,NaN
VDB,Đòn bẩy tài chính,12.17,6.05,3.63,8.91,NaN
VDB,Khả năng chi trả lãi vay,1.93,1.75,3.56,5.04,NaN
VDG,Biên EBIT (%),NaN,NaN,NaN,1.92,NaN
VDG,Biên lợi nhuận gộp (%),NaN,NaN,NaN,4.36,NaN
VDG,Biên lợi nhuận ròng (%),NaN,NaN,NaN,1.21,NaN
VDG,Chỉ số thanh toán hiện thời,NaN,NaN,NaN,2.14,NaN
VDG,Chỉ số thanh toán nhanh,NaN,NaN,NaN,1.62,NaN
VDG,Chỉ số thanh toán tiền mặt,NaN,NaN,NaN,0.7,NaN
VDG,Đòn bẩy tài chính,NaN,NaN,NaN,1.57,NaN
VDL,Biên EBIT (%),4.43,1.86,-6.02,-14.33,-8.01
VDL,Biên lợi nhuận gộp (%),9.45,7.63,3.16,-6.18,6.86
VDL,Biên lợi nhuận ròng (%),3.9,1.34,-8.7,-15.71,-10.28
VDL,Chỉ số thanh toán hiện thời,9.52,6.11,8.89,13.39,13.01
VDL,Chỉ số thanh toán nhanh,4.45,1.67,1.66,6.14,7.52
VDL,Chỉ số thanh toán tiền mặt,2.0,0.92,0.63,4.4,1.57
VDL,Đòn bẩy tài chính,1.08,1.14,1.1,1.07,1.06
VDL,Khả năng chi trả lãi vay,23.48,10.55,-17.04,-90.1,NaN
VDN,Biên EBIT (%),3.07,0.66,3.61,1.73,NaN
VDN,Biên lợi nhuận gộp (%),13.95,13.43,13.34,9.97,NaN
VDN,Biên lợi nhuận ròng (%),-0.1,-1.22,1.7,-0.4,NaN
VDN,Chỉ số thanh toán hiện thời,0.93,0.93,0.95,0.93,NaN
VDN,Chỉ số thanh toán nhanh,0.61,0.52,0.54,0.5,NaN
VDN,Chỉ số thanh toán tiền mặt,0.05,0.06,0.07,0.06,NaN
VDN,Đòn bẩy tài chính,4.68,5.34,6.08,5.77,NaN
VDN,Khả năng chi trả lãi vay,2.2,0.29,2.19,0.81,NaN
VDP,Biên EBIT (%),8.69,7.05,9.0,9.73,8.78
VDP,Biên lợi nhuận gộp (%),22.72,23.85,25.04,26.55,25.87
VDP,Biên lợi nhuận ròng (%),7.31,7.67,7.3,7.87,7.61
VDP,Chỉ số thanh toán hiện thời,1.79,1.66,1.94,2.42,2.53
VDP,Chỉ số thanh toán nhanh,1.12,0.91,1.2,1.58,1.53
VDP,Chỉ số thanh toán tiền mặt,0.21,0.16,0.19,0.59,0.34
VDP,Đòn bẩy tài chính,1.65,1.77,1.76,1.49,1.48
VDP,Khả năng chi trả lãi vay,6.75,4.28,4.41,3.6,5.49
VDS,Biên EBIT (%),40.24,49.29,-20.38,47.89,31.12
VDS,Biên lợi nhuận gộp (%),56.03,61.07,-4.51,67.44,47.91
VDS,Biên lợi nhuận ròng (%),33.03,41.75,-13.97,42.76,29.49
VDS,Chỉ số thanh toán hiện thời,1.81,1.69,1.98,1.74,1.72
VDS,Chỉ số thanh toán tiền mặt,0.42,0.2,0.27,0.31,0.34
VDS,Đòn bẩy tài chính,2.2,2.45,2.04,2.2,2.28
VDS,Khả năng chi trả lãi vay,NaN,NaN,-26.33,24.67,57.78
VDT,Biên EBIT (%),4.33,3.53,2.24,3.21,NaN
VDT,Biên lợi nhuận gộp (%),9.37,8.5,6.96,9.27,NaN
VDT,Biên lợi nhuận ròng (%),3.73,2.9,1.73,2.34,NaN
VDT,Chỉ số thanh toán hiện thời,3.08,2.98,4.63,5.56,NaN
VDT,Chỉ số thanh toán nhanh,1.27,1.25,1.73,2.05,NaN
VDT,Chỉ số thanh toán tiền mặt,0.96,0.93,1.18,1.49,NaN
VDT,Đòn bẩy tài chính,1.28,1.31,1.17,1.17,NaN
VDT,Khả năng chi trả lãi vay,116.0,21.05,28.53,46.84,NaN
VE1,Biên EBIT (%),-30.39,-13.54,-74.37,-56.91,1.63
VE1,Biên lợi nhuận gộp (%),3.53,8.64,7.87,10.61,65.66
VE1,Biên lợi nhuận ròng (%),-81.93,7.96,-117.79,-61.56,11.74
VE1,Chỉ số thanh toán hiện thời,18.38,13.23,21.23,15.63,12.48
VE1,Chỉ số thanh toán nhanh,17.82,12.93,20.81,14.53,11.41
VE1,Chỉ số thanh toán tiền mặt,10.29,2.47,6.39,3.29,4.81
VE1,Đòn bẩy tài chính,1.05,1.07,1.05,1.06,1.08
VE2,Biên EBIT (%),0.76,-3.46,-2.78,-158.94,-225.51
VE2,Biên lợi nhuận gộp (%),6.03,4.54,2.24,13.94,67.7
VE2,Biên lợi nhuận ròng (%),3.5,3.62,-2.72,-166.81,-207.16
VE2,Chỉ số thanh toán hiện thời,1.75,1.17,1.63,0.75,0.74
VE2,Chỉ số thanh toán nhanh,1.37,0.56,1.36,0.49,0.48
VE2,Chỉ số thanh toán tiền mặt,0.01,0.07,0.03,0.05,0.06
VE2,Đòn bẩy tài chính,1.97,4.49,3.78,15.38,24.31
VE2,Khả năng chi trả lãi vay,0.99,-2.02,-0.91,-18.16,NaN
VE3,Biên EBIT (%),2.85,1.94,2.07,4.03,2.55
VE3,Biên lợi nhuận gộp (%),10.36,5.45,5.96,9.19,6.8
VE3,Biên lợi nhuận ròng (%),1.66,1.01,0.02,0.26,0.2
VE3,Chỉ số thanh toán hiện thời,1.34,1.14,1.12,1.1,1.06
VE3,Chỉ số thanh toán nhanh,0.77,0.68,0.8,0.82,0.74
VE3,Chỉ số thanh toán tiền mặt,0.11,0.11,0.24,0.19,0.14
VE3,Đòn bẩy tài chính,2.95,5.14,5.17,6.55,9.99
VE3,Khả năng chi trả lãi vay,2.04,2.24,1.28,1.26,1.23
VE4,Biên EBIT (%),-2.25,0.04,-3.18,-2.14,3.14
VE4,Biên lợi nhuận gộp (%),6.14,5.81,1.83,4.89,10.28
VE4,Biên lợi nhuận ròng (%),0.66,1.19,-2.31,-4.27,0.69
VE4,Chỉ số thanh toán hiện thời,1.13,1.21,1.11,1.01,1.1
VE4,Chỉ số thanh toán nhanh,0.9,0.95,1.02,0.83,0.93
VE4,Chỉ số thanh toán tiền mặt,0.2,0.11,0.29,0.12,0.16
VE4,Đòn bẩy tài chính,4.06,3.38,4.74,8.52,6.24
VE4,Khả năng chi trả lãi vay,-29.56,0.06,-1.53,-0.81,1.37
VE8,Biên EBIT (%),8.98,1.88,-0.37,-15.57,-41.48
VE8,Biên lợi nhuận gộp (%),15.61,3.18,1.48,-7.54,-30.76
VE8,Biên lợi nhuận ròng (%),6.11,0.3,-2.83,-34.9,-72.35
VE8,Chỉ số thanh toán hiện thời,1.14,1.05,1.03,0.96,0.8
VE8,Chỉ số thanh toán nhanh,0.67,0.89,0.81,0.53,0.48
VE8,Chỉ số thanh toán tiền mặt,0.08,0.01,0.03,0.01,0.05
VE8,Đòn bẩy tài chính,3.85,12.65,15.56,98.31,-4.92
VE8,Khả năng chi trả lãi vay,3.88,1.46,-0.16,-0.75,-1.36
VE9,Biên EBIT (%),-150.71,-582.21,-295.28,-517.32,-286.34
VE9,Biên lợi nhuận gộp (%),-16.37,11.5,1.0,-485.38,-45.71
VE9,Biên lợi nhuận ròng (%),-168.07,-549.26,-293.28,-532.62,-505.86
VE9,Chỉ số thanh toán hiện thời,3.6,5.08,2.45,1.16,1.07
VE9,Chỉ số thanh toán nhanh,2.37,2.12,0.28,0.38,0.33
VE9,Chỉ số thanh toán tiền mặt,0.03,0.27,0.05,0.02,0.0
VE9,Đòn bẩy tài chính,1.31,1.19,1.43,2.03,2.19
VEA,Biên EBIT (%),-7.93,1.81,-0.33,-6.54,0.94
VEA,Biên lợi nhuận gộp (%),5.11,14.08,13.72,11.77,15.03
VEA,Biên lợi nhuận ròng (%),152.56,144.11,161.46,164.6,180.19
VEA,Chỉ số thanh toán hiện thời,10.21,13.69,8.4,14.19,14.73
VEA,Chỉ số thanh toán nhanh,9.46,12.42,7.62,13.12,13.65
VEA,Chỉ số thanh toán tiền mặt,0.16,0.22,0.14,0.27,0.3
VEA,Đòn bẩy tài chính,1.08,1.06,1.09,1.05,1.05
VEA,Khả năng chi trả lãi vay,-68.98,23.51,-1.1,-4.95,25.63
VEC,Biên EBIT (%),2.81,-0.69,2.62,0.1,-2.71
VEC,Biên lợi nhuận gộp (%),26.06,20.17,22.3,29.33,35.43
VEC,Biên lợi nhuận ròng (%),1.19,0.19,2.13,0.84,-0.32
VEC,Chỉ số thanh toán hiện thời,3.08,3.36,3.2,2.94,4.25
VEC,Chỉ số thanh toán nhanh,2.15,2.61,2.64,2.48,3.46
VEC,Chỉ số thanh toán tiền mặt,0.61,0.66,0.63,0.52,0.79
VEC,Đòn bẩy tài chính,1.43,1.4,1.45,1.5,1.38
VEC,Khả năng chi trả lãi vay,7.92,-12.36,21.16,0.97,-17.55
VEF,Biên EBIT (%),-222.99,-339.16,-1959.6,-199.16,-735.32
VEF,Biên lợi nhuận gộp (%),-96.79,-182.52,-1204.12,-96.03,-161.36
VEF,Biên lợi nhuận ròng (%),1507.51,5238.51,32309.32,4831.87,15073.9
VEF,Chỉ số thanh toán hiện thời,1.03,1.24,0.79,1.01,0.94
VEF,Chỉ số thanh toán nhanh,1.03,1.1,0.61,0.82,0.7
VEF,Chỉ số thanh toán tiền mặt,1.01,0.23,0.31,0.0,0.01
VEF,Đòn bẩy tài chính,3.47,3.72,3.29,3.19,26.06
VES,Biên EBIT (%),43.14,44.13,21.34,19.14,26.5
VES,Biên lợi nhuận gộp (%),72.44,72.67,65.34,62.49,61.49
VES,Biên lợi nhuận ròng (%),14.03,19.43,-9.64,-13.87,153.99
VES,Chỉ số thanh toán hiện thời,0.12,0.07,0.18,0.06,0.43
VES,Chỉ số thanh toán nhanh,0.11,0.06,0.17,0.06,0.43
VES,Chỉ số thanh toán tiền mặt,0.02,0.01,0.07,0.0,0.42
VES,Đòn bẩy tài chính,1.44,1.4,1.4,1.38,1.4
VES,Khả năng chi trả lãi vay,1.48,1.79,0.7,0.67,0.97
VET,Biên EBIT (%),14.51,15.45,13.19,10.22,2.35
VET,Biên lợi nhuận gộp (%),39.07,35.25,44.44,43.6,44.75
VET,Biên lợi nhuận ròng (%),11.88,11.04,11.53,6.93,-10.26
VET,Chỉ số thanh toán hiện thời,1.17,1.3,1.43,1.53,1.5
VET,Chỉ số thanh toán nhanh,0.57,0.67,0.47,0.35,0.37
VET,Chỉ số thanh toán tiền mặt,0.27,0.09,0.09,0.05,0.07
VET,Đòn bẩy tài chính,2.79,2.74,2.6,2.64,2.87
VET,Khả năng chi trả lãi vay,2848.14,NaN,836.9,14.94,2.63
VFC,Biên EBIT (%),2.75,5.53,12.41,2.61,1.62
VFC,Biên lợi nhuận gộp (%),8.35,10.43,16.88,7.26,6.68
VFC,Biên lợi nhuận ròng (%),0.91,3.81,11.54,3.45,2.18
VFC,Chỉ số thanh toán hiện thời,1.5,1.54,2.44,2.32,2.38
VFC,Chỉ số thanh toán nhanh,1.4,1.44,2.34,2.23,2.32
VFC,Chỉ số thanh toán tiền mặt,0.18,0.15,0.33,0.13,0.17
VFC,Đòn bẩy tài chính,1.68,1.75,1.45,1.48,1.48
VFC,Khả năng chi trả lãi vay,1.92,5.71,27.97,7.58,6.73
VFG,Biên EBIT (%),9.82,9.48,8.97,10.55,10.8
VFG,Biên lợi nhuận gộp (%),26.13,24.49,23.86,23.88,26.05
VFG,Biên lợi nhuận ròng (%),8.67,7.93,7.7,9.06,13.46
VFG,Chỉ số thanh toán hiện thời,1.74,1.8,1.48,1.52,2.53
VFG,Chỉ số thanh toán nhanh,0.89,1.08,0.82,0.89,1.43
VFG,Chỉ số thanh toán tiền mặt,0.4,0.82,0.13,0.08,0.92
VFG,Đòn bẩy tài chính,1.9,1.88,2.42,2.36,1.55
VFG,Khả năng chi trả lãi vay,15.17,35.82,27.74,22.74,61.9
VFR,Biên EBIT (%),-16.43,-15.31,-10.66,-10.04,-4.31
VFR,Biên lợi nhuận gộp (%),-7.88,-5.48,1.83,8.36,13.12
VFR,Biên lợi nhuận ròng (%),-13.36,7.19,29.13,98.54,28.18
VFR,Chỉ số thanh toán hiện thời,0.81,0.88,0.96,3.9,4.18
VFR,Chỉ số thanh toán nhanh,0.78,0.87,0.95,3.85,4.16
VFR,Chỉ số thanh toán tiền mặt,0.38,0.4,0.42,1.75,0.95
VFR,Đòn bẩy tài chính,1.9,1.8,1.61,1.12,1.21
VFR,Khả năng chi trả lãi vay,-2.69,-5.38,-3.59,-10.07,-5.2
VFS,Biên EBIT (%),57.61,73.86,40.86,32.02,66.28
VFS,Biên lợi nhuận gộp (%),75.51,85.07,53.02,44.9,78.42
VFS,Biên lợi nhuận ròng (%),49.22,71.35,40.78,42.82,44.87
VFS,Chỉ số thanh toán hiện thời,4.05,59.18,84.09,3.06,1.34
VFS,Chỉ số thanh toán tiền mặt,1.59,17.21,33.2,0.97,0.07
VFS,Đòn bẩy tài chính,1.24,1.01,1.03,1.29,2.34
VFS,Khả năng chi trả lãi vay,4.28,20.82,114.55,45.77,4.25
VGC,Biên EBIT (%),10.24,12.97,16.38,14.79,16.05
VGC,Biên lợi nhuận gộp (%),24.68,25.66,29.04,26.67,29.54
VGC,Biên lợi nhuận ròng (%),7.07,11.43,13.11,8.81,9.97
VGC,Chỉ số thanh toán hiện thời,0.93,0.93,0.97,1.09,1.08
VGC,Chỉ số thanh toán nhanh,0.41,0.45,0.4,0.43,0.5
VGC,Chỉ số thanh toán tiền mặt,0.27,0.32,0.24,0.22,0.33
VGC,Đòn bẩy tài chính,3.04,2.63,2.53,2.53,2.49
VGC,Khả năng chi trả lãi vay,6.0,9.04,9.51,5.6,7.11
VGG,Biên EBIT (%),1.41,0.75,2.18,1.6,3.18
VGG,Biên lợi nhuận gộp (%),9.42,8.7,10.92,9.52,10.81
VGG,Biên lợi nhuận ròng (%),2.12,1.39,2.09,2.22,3.72
VGG,Chỉ số thanh toán hiện thời,1.26,1.25,1.19,1.28,1.33
VGG,Chỉ số thanh toán nhanh,0.9,0.88,0.65,0.81,0.78
VGG,Chỉ số thanh toán tiền mặt,0.22,0.2,0.1,0.17,0.22
VGG,Đòn bẩy tài chính,2.48,2.38,2.9,2.48,2.43
VGG,Khả năng chi trả lãi vay,NaN,NaN,NaN,211.87,81.82
VGI,Biên EBIT (%),8.92,7.57,7.15,11.27,21.29
VGI,Biên lợi nhuận gộp (%),37.29,37.02,46.38,50.57,51.08
VGI,Biên lợi nhuận ròng (%),2.26,1.8,6.52,5.84,20.32
VGI,Chỉ số thanh toán hiện thời,1.58,1.75,2.08,2.07,2.17
VGI,Chỉ số thanh toán nhanh,1.39,1.6,1.9,1.88,2.0
VGI,Chỉ số thanh toán tiền mặt,0.29,0.37,0.47,0.49,0.6
VGI,Đòn bẩy tài chính,1.98,1.85,1.73,1.72,1.77
VGI,Khả năng chi trả lãi vay,2.08,2.72,3.48,8.49,23.94
VGL,Biên EBIT (%),7.79,6.31,6.0,6.47,6.26
VGL,Biên lợi nhuận gộp (%),16.78,15.08,14.15,15.7,16.62
VGL,Biên lợi nhuận ròng (%),6.51,5.16,4.84,5.2,5.1
VGL,Chỉ số thanh toán hiện thời,3.69,4.62,5.29,4.06,3.63
VGL,Chỉ số thanh toán nhanh,1.79,1.45,2.32,2.13,1.81
VGL,Chỉ số thanh toán tiền mặt,1.25,0.66,1.55,1.43,0.94
VGL,Đòn bẩy tài chính,1.27,1.2,1.18,1.26,1.31
VGL,Khả năng chi trả lãi vay,NaN,NaN,187.11,NaN,NaN
VGP,Biên EBIT (%),0.75,0.44,0.32,0.11,0.27
VGP,Biên lợi nhuận gộp (%),0.89,0.56,0.38,0.18,0.36
VGP,Biên lợi nhuận ròng (%),0.17,0.16,0.16,0.14,0.16
VGP,Chỉ số thanh toán hiện thời,1.04,1.04,1.03,1.03,1.04
VGP,Chỉ số thanh toán nhanh,1.04,1.04,1.03,1.03,1.04
VGP,Chỉ số thanh toán tiền mặt,0.01,0.0,0.0,0.0,0.02
VGP,Đòn bẩy tài chính,20.54,22.51,31.66,28.86,20.39
VGP,Khả năng chi trả lãi vay,0.4,0.31,0.24,0.05,0.15
VGR,Biên EBIT (%),22.79,29.4,37.0,32.33,33.97
VGR,Biên lợi nhuận gộp (%),28.51,35.23,44.96,40.98,40.89
VGR,Biên lợi nhuận ròng (%),20.45,24.97,33.41,30.31,31.17
VGR,Chỉ số thanh toán hiện thời,4.64,7.42,7.34,8.02,3.7
VGR,Chỉ số thanh toán nhanh,3.35,6.11,6.27,7.7,3.51
VGR,Chỉ số thanh toán tiền mặt,1.56,2.53,2.72,1.97,1.47
VGR,Đòn bẩy tài chính,1.07,1.05,1.07,1.08,1.19
VGR,Khả năng chi trả lãi vay,68.46,NaN,4219.35,152.75,NaN
VGS,Biên EBIT (%),2.19,2.42,1.39,1.4,1.96
VGS,Biên lợi nhuận gộp (%),3.91,3.94,2.28,2.53,3.03
VGS,Biên lợi nhuận ròng (%),1.54,1.93,1.18,0.77,1.5
VGS,Chỉ số thanh toán hiện thời,1.4,1.33,1.21,1.18,1.27
VGS,Chỉ số thanh toán nhanh,0.9,0.76,0.86,0.83,0.75
VGS,Chỉ số thanh toán tiền mặt,0.03,0.05,0.16,0.13,0.13
VGS,Đòn bẩy tài chính,2.25,2.5,2.34,2.49,2.15
VGS,Khả năng chi trả lãi vay,4.83,6.2,3.29,2.92,6.92
VGT,Biên EBIT (%),1.25,5.38,3.06,-0.11,2.61
VGT,Biên lợi nhuận gộp (%),9.2,13.42,10.85,7.46,11.01
VGT,Biên lợi nhuận ròng (%),4.03,8.27,5.93,2.4,3.95
VGT,Chỉ số thanh toán hiện thời,1.29,1.37,1.35,1.29,1.35
VGT,Chỉ số thanh toán nhanh,0.82,0.86,0.73,0.81,0.89
VGT,Chỉ số thanh toán tiền mặt,0.08,0.09,0.09,0.1,0.14
VGT,Đòn bẩy tài chính,2.23,2.2,2.12,2.1,2.06
VGT,Khả năng chi trả lãi vay,0.52,3.62,1.83,-0.05,1.62
VGV,Biên EBIT (%),3.13,3.17,3.53,4.28,5.47
VGV,Biên lợi nhuận gộp (%),15.82,17.8,18.08,18.17,18.49
VGV,Biên lợi nhuận ròng (%),4.1,4.48,4.24,5.59,7.22
VGV,Chỉ số thanh toán hiện thời,1.31,1.3,1.31,1.37,1.39
VGV,Chỉ số thanh toán nhanh,0.85,0.8,0.87,0.97,1.02
VGV,Chỉ số thanh toán tiền mặt,0.19,0.18,0.12,0.12,0.12
